sitenum,site,transect,genus,species,size,,
1,L,1,Chlorurus,sordidus,15,,
1,L,1,Chlorurus,sordidus,16,,
1,L,1,Chlorurus,sordidus,17,,
1,L,1,Chlorusus,sordidus,13,,
1,L,1,Chlorurus,sordidus,14,,
1,L,1,Chlorurus,sordidus,15,,
1,L,1,Chlorurus,sordidus,15,,
1,L,1,Chlorurus,sordidus,17,,
1,L,1,Scarus,rivulatus,19,,
1,L,1,Scarus,niger,17,,
1,L,1,Scarus,rivulatus,21,,
1,L,1,Scarus,niger,21,,
1,L,1,Scarus,globiceps,8,?,
1,L,1,Scarus,psittacus,18,,
1,L,1,Chlorurus,sordidus,17,,
1,L,1,Scarus,rubroviolaceus,16,,
1,L,1,Chlorurus,rubroviolaceus,18,,
1,L,1,Chlorurus,japanensis,17,,
1,L,1,Chlorurus,japanensis,16,,
1,L,1,Chlorurus,japanensis,16,,
1,L,1,Chlorurus,japanensis,15,,
1,L,1,Scarus,niger,13,,
1,L,1,Scarus,niger,12,,
1,L,1,Scarus,niger,13,,
1,L,1,Chlorurus,japanensis,15,,
1,L,1,Chlorurus,japanensis,19,? 1:12,
1,L,1,Chlorurus,japanensis,20,? 1:12,
1,L,1,Calotomus,carolinus,20,?1:12,
1,L,2,Chlorurus,bleekeri,27,,
1,L,2,Chlorurus,sordidus,15,,
1,L,2,Chlorurus,sordidus,14,,
1,L,2,Chlorurus,sordidus,14,,
1,L,2,Scarus,niger,16,,
1,L,2,Chlorurus,sordidus,16,,
1,L,2,Chlorurus,sordidus,19,,
1,L,2,Chlorurus,sordidus,23,,
1,L,2,Scarus,globiceps,10,? 0:40,
1,L,2,Chlorurus,japanensis,25,,
1,L,2,Chlorurus,sordidus,17,,
1,L,2,Chlorurus,sordidus,19,,
1,L,2,Chlorurus,sordidus,14,,
1,L,2,Scarus,niger,17,,
1,L,2,Calotomus,carolinus,22,?,
1,L,2,Scarus,frenatus,20,,
1,L,3,Chlorurus,japanensis,25,,
1,L,3,Scarus,rubroviolaceus,26,,
1,L,3,Chlorurus,sordidus,22,,
1,L,3,Chlorurus,sordidus,17,,
1,L,3,Chlorurus,sordidus,24,,
1,L,3,Chlorurus,sordidus,13,,
1,L,3,Scarus,globiceps,20,,
1,L,3,Chlorurus,sordidus,15,,
1,L,3,Chlorurus,sordidus,22,,
1,L,3,Chlorurus,sordidus,18,,
1,L,3,Chlorurus,sordidus,26,,
1,L,3,Chlorurus,sordidus,18,,
1,L,4,Chlorurus,japanensis,17,,
1,L,4,Scarus,niger,18,,
1,L,4,Chlorurus,sordidus,16,,
1,L,4,Chlorurus,sordidus,16,,
1,L,4,Chlorurus,sordidus,17,,
1,L,4,Chlorurus,sordidus,15,,
1,L,4,Chlorurus,japanensis,17,,
1,L,4,Chlorurus,sordidus,15,,
1,L,4,Chlorurus,sordidus,15,,
1,L,5,Chlorurus,sordidus,14,,
1,L,5,Chlorurus,sordidus,15,,
1,L,5,Chlorurus,sordidus,21,,
1,L,5,Chlorurus,sordidus,22,,
1,L,5,Chlorurus,sordidus,22,,
1,L,5,Chlorurus,sordidus,14,,
1,L,5,Chlorurus,globiceps,19,,
1,L,5,Calotomus,carolinus,18,?,
1,L,5,Chlorurus,sordidus,13,,
1,L,5,Chlorurus,sordidus,14,,
1,L,5,Chlorurus,sordidus,14,,
1,L,5,Chlorurus,sordidus,19,,
1,L,6,Chlorurus,sordidus,14,,
1,L,6,Chlorurus,sordidus,15,,
1,L,6,Chlorurus,sordidus,14,,
1,L,6,Scarus,globiceps,16,,
1,L,6,Scarus,globiceps,17,,
1,L,6,Chlorurus,sordidus,20,,
1,L,6,Chlorurus,sordidus,15,,
1,L,6,Chlorurus,sordidus,13,,
1,L,6,Chlorurus,sordidus,14,,
1,L,6,Chlorurus,sordidus,14,,
1,L,6,Chlorurus,sordidus,14,,
1,L,6,Chlorurus,sordidus,21,,
1,L,6,Chlorurus,japanensis,22,,
2,K,1,Scarus,frenatus,23,,
2,K,1,Chlorurus,sordidus,15,,
2,K,1,Chlorurus,bleekeri,25,,
2,K,1,Chlorurus,sordidus,22,,
2,K,2,Chlorurus,sordidus,13,,
2,K,2,Chlorurus,sordidus,14,,
2,K,2,Scarus,oviceps,19,,
2,K,2,Chlorurus,sordidus,22,,
2,K,3,Chlorurus,japanensis,23,,
2,K,4,Chlorurus,japanensis,25,,
2,K,4,Chlorurus,japanensis,21,,
2,K,4,Chlorurus,japanensis,21,,
2,K,4,Chlorurus,sordidus,21,,
2,K,4,Chlorurus,sordidus,16,,
2,K,4,Chlorurus,sordidus,16,,
2,K,4,Chlorurus,sordidus,17,,
2,K,4,Chlorurus,sordidus,15,,
2,K,4,Chlorurus,sordidus,16,,
2,K,4,Chlorurus,japanensis,20,,
2,K,4,Chlorurus,japanensis,20,,
2,K,4,Scarus,rubroviolaceus,39,,
2,K,4,Calotomus,carolinus,32,,
2,K,5,Chlorurus,japanensis,20,,
2,K,5,Chlorurus,japanensis,21,,
2,K,5,Chlorurus,sordidus,22,,
2,K,5,Chlorurus,japanensis,26,,
2,K,5,Chlorurus,japanensis,27,,
2,K,5,Scarus,rubroviolaceus,21,,
2,K,5,Chlorurus,sordidus,17,,
2,K,5,Chlorurus,japanensis,22,,
2,K,5,Chlorurus,japanensis,19,,
2,K,5,Chlorurus,sordidus,22,,
2,K,5,Scarus,rubroviolaceus,23,,
2,K,5,Chlorurus,sordidus,22,,
2,K,5,Chlorurus,sordidus,15,,
2,K,5,Chlorurus,japanensis,22,,
2,K,5,Chlorurus,japanensis,25,,
2,K,5,Scarus,frenatus,17,,
2,K,5,Chlorurus,japanensis,26,,
2,K,5,Chlorurus,japanensis,19,,
2,K,5,Chlorurus,japanensis,21,,
2,K,5,Scarus,frenatus,21,,
2,K,5,Chlorurus,japanensis,20,,
2,K,5,Chlorurus,sordidus,17,,
2,K,5,Chlorurus,japanensis,20,,
2,K,5,Chlorurus,sordidus,22,,
2,K,5,Chlorurus,sordidus,15,,
2,K,5,Scarus,frenatus,18,,
2,K,5,Scarus,spinus,19,,
2,K,5,Chlorurus,japanensis,19,,
2,K,5,Chlorurus,sordidus,24,,
2,K,5,Chlorurus,japanensis,25,,
2,K,5,Scarus,frenatus,17,,
2,K,5,Scarus,frenatus,20,,
2,K,5,Scarus,frenatus,21,,
2,K,5,Chlorurus,japanensis,19,,
2,K,5,Chlorurus,sordidus,16,,
2,K,5,Chlorurus,sordidus,14,,
2,K,5,Calotomus,carolinus,18,,
2,K,6,Chlorurus,sordidus,15,,
2,K,6,Chlorurus,sordidus,13,,
2,K,6,Chlorurus,japanensis,25,,
2,K,6,Chlorurus,japanensis,23,,
3,H,1,na,na,na,,
3,H,2,na,na,na,,
3,H,3,na,na,na,,
3,H,4,na,na,na,,
3,H,5,na,na,na,,
3,H,6,na,na,na,,
4,I,1,na,na,na,,
4,I,2,na,na,na,,
4,I,3,Chlorurus,sordidus,14,,
4,I,3,Chlorurus,sordidus,15,,
4,I,3,Chlorurus,sordidus,16,,
4,I,3,Chlorurus,sordidus,16,,
4,I,3,Chlorurus,sordidus,15,,
4,I,3,Chlorurus,sordidus,14,,
4,I,4,Scarus,globiceps,15,,
4,I,4,Scarus,schlegeli,15,,
4,I,4,Scarus,globiceps,14,,
4,I,5,na,na,na,,
4,I,6,na,na,na,,
5,S,1,Scarus,globiceps,15,,
5,S,2,na,na,na,,
5,S,3,Scarus,spinus,16,?0:35,
5,S,3,Scarus,spinus,15,,
5,S,4,Chlorurus,sordidus,23,,
5,S,4,Chlorurus,sordidus,22,,
5,S,4,Chlorurus,sordidus,17,,
5,S,4,Chlorurus,sordidus,16,,
5,S,4,Chlorurus,sordidus,15,,
5,S,4,Chlorurus,sordidus,14,,
5,S,4,Chlorurus,sordidus,15,,
5,S,4,Chlorurus,sordidus,16,,
5,S,4,Chlorurus,sordidus,17,,
5,S,4,Chlorurus,sordidus,17,,
5,S,4,Scarus,globiceps,15,,
5,S,4,Scarus,globiceps,16,,
5,S,5,na,na,na,,
5,S,6,na,na,na,,
6,N,1,Chlorurus,sordidus,15,,
6,N,1,Scarus,rubroviolaceus,23,,
6,N,2,Chlorurus,sordidus,16,,
6,N,3,na,na,na,,
6,N,4,na,na,na,,
6,N,5,na,na,na,,
6,N,6,Chlorurus,sordidus,23,,
6,N,6,Chlorurus,sordidus,23,,
7,D,1,na,na,na,,
7,D,2,na,na,na,,
7,D,3,Chlorurus,microrhinos,38,,
7,D,3,Hipposcarus,Longiceps,45,,
7,D,3,Scarus,rubroviolaceus,48,,
7,D,3,Chlorurus,japanensis,24,? 0:34,
7,D,3,Chlorurus,japanensis,23,?,
7,D,3,Chlorurus,japanensis,22,?,
7,D,3,Chlorurus,japanensis,27,,
7,D,3,Chlorurus,sordidus,24,,
7,D,4,Chlorurus,sordidus,24,,
7,D,5,Chlorurus,microrhinos,36,,
7,D,5,Chlorurus,microrhinos,38,,
7,D,5,Chlorurus,microrhinos,39,,
7,D,5,Chlorurus,microrhinos,38,,
7,D,5,Chlorurus,microrhinos,35,,
7,D,5,Chlorurus,microrhinos,40,,
7,D,5,Chlorurus,microrhinos,39,,
7,D,5,Scarus,rubroviolaceus,34,,
7,D,5,Chlorurus,microrhinos,48,,
7,D,5,Chlorurus,microrhinos,35,,
7,D,5,Chlorurus,microrhinos,36,,
7,D,5,Chlorurus,microrhinos,38,,
7,D,5,Chlorurus,microrhinos,39,,
7,D,6,Scarus,rubroviolaceus,46,,
7,D,6,Scarus,rubroviolaceus,32,,
7,D,6,Scarus,rubroviolaceus,35,,
7,D,6,Scarus,rubroviolaceus,38,,
7,D,6,Scarus,rubroviolaceus,39,,
7,D,6,Scarus,rubroviolaceus,41,,
7,D,6,Scarus,rubroviolaceus,40,,
7,D,6,Scarus,rubroviolaceus,35,,
7,D,6,Scarus,oviceps,22,,
7,D,6,Scarus,niger,23,,
8,E,1,Chlorurus,sordidus,14,,
8,E,1,Chlorurus,sordidus,15,,
8,E,1,Chlorurus,sordidus,16,,
8,E,1,Chlorurus,sordidus,14,,
8,E,1,Chlorurus,sordidus,14,,
8,E,1,Chlorurus,sordidus,15,,
8,E,1,Scarus,psittacus,13,?0:35,
8,E,1,Chlorurus,sordidus,13,,
8,E,2,na,na,na,,
8,E,3,Chlorurus,sordidus,16,,
8,E,3,Chlorurus,sordidus,17,,
8,E,3,Scarus,spinus,18,,
8,E,3,Chlorurus,sordidus,16,,
8,E,3,Chlorurus,sordidus,16,,
8,E,3,Scarus,rubroviolaceus,34,,
8,E,4,Scarus,rubroviolaceus,34,,
8,E,4,Scarus,rubroviolaceus,39,,
8,E,4,Scarus,rubroviolaceus,37,,
8,E,4,Scarus,rubroviolaceus,38,,
8,E,4,Chlorurus,sordidus,19,,
8,E,4,Chlorurus,sordidus,18,,
8,E,4,Chlorurus,sordidus,16,,
8,E,4,Chlorurus,sordidus,16,,
8,E,4,Chlorurus,sordidus,15,,
8,E,4,Chlorurus,sordidus,17,,
8,E,4,Scarus,dimidiatus,16,,
8,E,4,Chlorurus,sordidus,25,,
8,E,4,Chlorurus,sordidus,18,,
8,E,4,Chlorurus,sordidus,15,,
8,E,4,Chlorurus,sordidus,17,,
8,E,4,Chlorurus,sordidus,18,,
8,E,5,Chlorurus,japanensis,21,,
8,E,6,na,na,na,,
9,R,1,Scarus,globiceps,22,,
9,R,1,Scarus,rubroviolaceus,31,,
9,R,1,Scarus,globiceps,24,,
9,R,1,Scarus,globiceps,25,,
9,R,1,Scarus,niger,23,,
9,R,1,Scarus,globiceps,26,,
9,R,1,Scarus,globiceps,27,,
9,R,2,Scarus,frenatus,23,,
9,R,2,Scarus,globiceps,18,,
9,R,2,Scarus,globiceps,19,,
9,R,2,Scarus,globiceps,18,,
9,R,2,Scarus,psittacus,17,,
9,R,2,Scarus,psittacus,18,,
9,R,2,Scarus,rubroviolaceus,35,,
9,R,2,Chlorurus,sordidus,16,,
9,R,2,Scarus,niger,18,,
9,R,2,Scarus,niger,24,?,0:58
9,R,3,Chlorurus,sordidus,21,,
9,R,3,Chlorurus,sordidus,17,,
9,R,4,Scarus,psittacus,23,,
9,R,4,Chlorurus,sordidus,24,,
9,R,5,Scarus,globiceps,24,,
9,R,5,Scarus,globiceps,21,,
9,R,5,Scarus,globiceps,22,,
9,R,5,Scarus,globiceps,23,,
9,R,5,Scarus,globiceps,24,,
9,R,5,Scarus,globiceps,21,,
9,R,5,Scarus,globiceps,23,,
9,R,5,Scarus,globiceps,24,,
9,R,5,Scarus,globiceps,22,,
9,R,5,Scarus,globiceps,23,,
9,R,5,Scarus,psittacus,24,,
9,R,5,Scarus,rubroviolaceus,18,,
9,R,5,Scarus,psittacus,23,,
9,R,5,Scarus,psittacus,26,,
9,R,5,Chlorurus,sordidus,17,,
9,R,5,Chlorurus,sordidus,18,,
9,R,5,Chlorurus,sordidus,20,,
9,R,6,Scarus,rubroviolaceus,31,,
9,R,6,Scarus,globiceps,23,,
9,R,6,Scarus,psittacus,25,,
9,R,6,Scarus,globiceps,22,,
9,R,6,Scarus,globiceps,23,,
9,R,6,Scarus,psittacus,24,,
9,R,6,Scarus,globiceps,24,,
9,R,6,Scarus,globiceps,19,,
9,R,6,Scarus,psittacus,21,,
9,R,6,Scarus,psittacus,23,,
10,M,1,Chlorurus,sordidus,16,,
10,M,1,Chlorurus,sordidus,22,,
10,M,2,Scarus,rubroviolaceus,19,,
10,M,2,Scarus,globiceps,15,,
10,M,2,Chlorurus,sordidus,14,,
10,M,2,Chlorurus,sordidus,21,,
10,M,2,Chlorurus,sordidus,18,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,20,,
10,M,3,Chlorurus,sordidus,20,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,22,,
10,M,3,Chlorurus,sordidus,23,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,19,,
10,M,3,Chlorurus,sordidus,18,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,20,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,22,,
10,M,3,Chlorurus,sordidus,23,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
10,M,3,Chlorurus,sordidus,21,,
